,PM10,PM25,CO,SO2,NO2,O3,aod354,aod443,aod550,alh,distance,t2m,rh,blh,sp,ws,wd
2022-01-28 05:00:00,45.0,29.0,0.5,0.004,0.019,0.03,0.2120210528373718,0.1716694682836532,0.1532081663608551,1.6209852695465088,1.6380000114440918,274.417,30.555,858.923,101193.991,3.451,303.943
2022-01-28 06:00:00,38.0,22.0,0.4,0.003,0.013,0.036,0.2191186696290969,0.1773956418037414,0.1583186835050583,1.9927856922149656,1.3200000524520874,274.648,30.394,922.391,101169.965,3.612,301.16
2022-01-29 01:00:00,33.0,24.0,0.5,0.004,0.014,0.026,0.281163215637207,0.1989016532897949,0.1372337490320205,0.2908190488815307,3.1519999504089355,268.43,37.509,491.982,101237.645,3.498,314.143
2022-01-29 02:00:00,34.0,21.0,0.5,0.004,0.015,0.026,0.2337405532598495,0.1633718311786651,0.1115248426795005,1.48860764503479,2.7799999713897705,269.978,34.455,611.067,101180.355,3.57,312.684
2022-01-29 03:00:00,25.0,17.0,0.4,0.004,0.011,0.031,0.1839090287685394,0.1489584445953369,0.1329388320446014,1.7238883972167969,2.496999979019165,271.38,32.028,762.219,101104.761,3.637,307.402
2022-01-29 04:00:00,29.0,15.0,0.4,0.004,0.01,0.035,0.1034837961196899,0.083845630288124,0.0748281106352806,1.8838300704956048,2.427000045776367,272.44,30.839,871.723,101005.796,3.845,299.512
2022-01-29 05:00:00,28.0,18.0,0.3,0.004,0.008,0.038,0.2311719357967376,0.1873315274715423,0.1671809256076812,1.4582278728485107,2.2850000858306885,273.109,31.03,932.613,100938.947,4.085,293.226
2022-01-29 06:00:00,21.0,8.0,0.3,0.003,0.007,0.04,0.2107698023319244,0.1707621961832046,0.1523970514535904,1.9973931312561035,2.134999990463257,273.352,32.452,948.382,100932.698,4.124,287.688
2022-01-30 01:00:00,39.0,26.0,0.5,0.004,0.019,0.024,0.1351931691169738,0.0947905257344245,0.0648921728134155,1.485074162483215,3.747999906539917,269.176,35.398,312.966,101109.846,1.797,334.519
2022-01-30 02:00:00,27.0,18.0,0.5,0.004,0.013,0.029,0.442434012889862,0.3091936111450195,0.2110424637794494,0.9417712688446044,3.565999984741211,271.181,31.383,449.546,101094.283,2.031,328.446
2022-01-30 03:00:00,25.0,15.0,0.5,0.004,0.014,0.031,0.1697432100772857,0.1374214142560959,0.1226432174444198,1.8271446228027344,3.196000099182129,272.965,28.693,594.002,101060.107,2.406,318.825
2022-01-30 04:00:00,29.0,18.0,0.4,0.004,0.009,0.038,0.0800654888153076,0.0648160353302955,0.0578454323112964,1.8355597257614136,3.007999897003174,274.305,27.056,734.908,100969.095,2.865,313.218
2022-01-30 05:00:00,29.0,22.0,0.4,0.004,0.009,0.039,0.2071194946765899,0.1677453070878982,0.1497054100036621,1.6454699039459229,2.927000045776367,275.205,26.026,839.514,100922.335,3.195,308.595
2022-01-30 06:00:00,26.0,16.0,0.4,0.004,0.009,0.041,0.1745331287384033,0.1215716227889061,0.082729160785675,1.8512539863586424,2.8919999599456787,275.598,25.73,921.695,100907.318,3.396,304.986
2022-01-31 01:00:00,45.0,32.0,0.8,0.004,0.041,0.01,0.3245340287685394,0.2280719131231308,0.156453937292099,0.3455333113670349,3.67300009727478,271.432,49.847,201.46,101360.328,0.491,182.687
2022-01-31 02:00:00,42.0,29.0,0.7,0.004,0.041,0.011,0.2648868560791015,0.1838263720273971,0.1246573477983474,1.393593430519104,3.684999942779541,273.633,39.724,464.417,101373.792,1.004,240.857
2022-01-31 03:00:00,40.0,26.0,0.5,0.004,0.028,0.024,0.3120977282524109,0.2177400141954422,0.1483912020921707,1.0591142177581787,3.674000024795532,275.103,36.437,737.035,101319.972,1.859,250.386
2022-01-31 06:00:00,40.0,28.0,0.4,0.004,0.013,0.041,0.6575565338134766,0.5000133514404297,0.3540411591529846,0.6035003662109375,3.4140000343322754,276.698,44.499,1127.149,101137.598,3.332,253.055
2022-02-02 01:00:00,34.0,25.0,0.5,0.003,0.01,0.033,0.482363611459732,0.3356619477272033,0.2282076776027679,0.4724005460739136,2.765000104904175,268.971,42.04,683.133,101841.374,3.408,297.279
2022-02-02 02:00:00,27.0,20.0,0.4,0.003,0.008,0.036,0.2886633276939392,0.1999881714582443,0.1353946030139923,1.2014118432998655,2.4760000705718994,270.091,37.348,777.978,101850.941,3.501,297.158
2022-02-02 03:00:00,19.0,14.0,0.4,0.003,0.01,0.035,0.2487451136112213,0.2013773918151855,0.1797212064266204,1.7553247213363647,2.2090001106262207,271.155,34.007,845.298,101794.304,3.616,295.226
2022-02-02 04:00:00,23.0,14.0,0.4,0.003,0.01,0.037,0.1640221923589706,0.132784828543663,0.1185048073530197,2.0434017181396484,2.4749999046325684,272.076,31.707,906.886,101723.777,3.851,293.036
2022-02-02 05:00:00,21.0,17.0,0.3,0.003,0.009,0.038,0.1912089437246322,0.1547990292310714,0.138152003288269,1.810742735862732,2.6559998989105225,272.65,30.973,990.379,101626.678,4.109,291.069
2022-02-02 06:00:00,16.0,10.0,0.3,0.003,0.009,0.038,0.2162764370441436,0.175138771533966,0.1563040614128112,1.662482976913452,2.553999900817871,272.876,31.667,1116.866,101582.385,4.325,290.32
2022-02-03 01:00:00,27.0,20.0,0.4,0.004,0.018,0.031,0.2537874579429626,0.1764281392097473,0.1198382973670959,0.7416227459907532,2.4579999446868896,268.527,34.808,549.206,101733.616,3.178,312.297
2022-02-03 02:00:00,27.0,19.0,0.5,0.004,0.023,0.027,0.1221162751317024,0.0988523587584495,0.0882208198308944,1.9751988649368288,2.0,269.874,29.983,718.249,101726.808,3.403,312.249
2022-02-03 03:00:00,24.0,17.0,0.4,0.004,0.014,0.034,0.125601664185524,0.1016921028494834,0.0907562524080276,1.8652420043945312,1.902999997138977,271.167,27.285,889.099,101695.307,3.589,309.54
2022-02-03 04:00:00,24.0,16.0,0.4,0.004,0.011,0.037,0.108967624604702,0.0882142633199691,0.0787273794412612,2.041589736938477,2.249000072479248,272.184,25.66,1125.866,101614.582,3.898,308.437
2022-02-03 05:00:00,30.0,18.0,0.4,0.004,0.013,0.037,0.1565236151218414,0.1267176121473312,0.1130903661251068,1.894342541694641,2.4719998836517334,272.755,25.36,1247.172,101504.564,4.127,306.09
2022-02-03 06:00:00,26.0,16.0,0.4,0.004,0.011,0.039,0.2069529592990875,0.1675460040569305,0.149528294801712,1.8127787113189693,2.180999994277954,272.946,26.276,1318.31,101447.532,4.21,304.098
2022-02-03 07:00:00,24.0,13.0,0.3,0.004,0.012,0.038,0.1675099432468414,0.1173467338085174,0.0802706480026245,1.508915662765503,1.995000004768372,272.853,28.26,1341.106,101414.121,3.836,301.287
