idx,lat,lon,M0corr,M1corr,M2corr,M3corr,RFcorr,XGBcorr,M0rmse,M1rmse,M2rmse,M3rmse,RFrmse,XGBrmse,M0slp,M1slp,M2slp,M3slp,RFslp,XGBslp,M0re,M1re,M2re,M3re,RFre,XGBre
534502,36.4552,126.8049,0.43,0.14,0.3,0.32,0.72,0.7,27.52,30.19,29.11,28.88,21.53,21.74,0.18,0.02,0.09,0.11,0.42,0.48,0.44,0.55,0.5,0.5,0.38,0.38
534503,36.415,126.9454,0.43,0.16,0.31,0.32,0.72,0.69,31.63,34.65,33.36,33.2,24.62,25.29,0.19,0.03,0.1,0.11,0.44,0.49,0.64,0.79,0.69,0.7,0.51,0.51
534510,36.287,127.2379,0.47,0.18,0.32,0.34,0.68,0.67,28.45,31.71,30.49,30.26,23.75,24.01,0.22,0.03,0.11,0.12,0.39,0.45,0.52,0.65,0.59,0.6,0.43,0.43
541111,36.5925,127.2921,0.42,0.21,0.34,0.34,0.66,0.64,26.86,28.93,27.85,27.8,22.42,22.84,0.18,0.05,0.12,0.12,0.36,0.4,0.5,0.59,0.53,0.53,0.41,0.41
541112,36.5119,127.2472,0.42,0.22,0.33,0.35,0.65,0.62,27.72,29.74,28.77,28.64,23.33,23.95,0.17,0.05,0.11,0.12,0.36,0.41,0.54,0.64,0.57,0.57,0.46,0.47
541113,36.4761,127.2514,0.44,0.23,0.33,0.34,0.67,0.64,25.52,27.68,26.8,26.74,21.46,21.76,0.19,0.05,0.11,0.12,0.36,0.41,0.62,0.76,0.7,0.69,0.53,0.54
541114,36.527,127.3703,0.45,0.21,0.41,0.42,0.7,0.69,30.47,33.35,31.08,30.97,24.43,24.81,0.2,0.05,0.17,0.18,0.43,0.47,0.6,0.74,0.61,0.61,0.45,0.44
632121,37.3528,127.9475,0.43,0.24,0.25,0.28,0.53,0.52,23.98,25.74,25.69,25.51,22.55,22.67,0.18,0.06,0.07,0.08,0.26,0.31,0.58,0.67,0.67,0.66,0.48,0.48
632122,37.3356,127.9771,0.48,0.18,0.3,0.31,0.61,0.61,24.8,27.74,26.89,26.83,22.54,22.46,0.23,0.04,0.1,0.1,0.31,0.35,0.43,0.58,0.54,0.53,0.39,0.39
632124,37.3128,127.8173,0.51,0.3,0.4,0.4,0.65,0.63,20.97,23.24,22.32,22.27,18.66,18.83,0.26,0.09,0.16,0.17,0.35,0.38,0.44,0.58,0.51,0.51,0.38,0.38
632126,37.3723,127.8751,0.52,0.29,0.34,0.34,0.68,0.68,24.25,27.06,26.65,26.63,21.06,20.68,0.27,0.09,0.12,0.12,0.37,0.43,0.53,0.62,0.59,0.59,0.42,0.43
632132,37.76,128.903,0.47,0.23,0.31,0.34,0.73,0.73,27.24,30.0,29.37,29.03,21.48,21.26,0.22,0.06,0.1,0.12,0.42,0.5,0.54,0.64,0.62,0.63,0.46,0.47
632151,37.525,129.1145,0.42,0.34,0.37,0.38,0.7,0.63,36.24,37.57,37.16,36.93,29.97,31.11,0.18,0.12,0.14,0.15,0.33,0.38,0.71,0.79,0.81,0.82,0.59,0.63
632161,37.4426,129.1684,0.4,0.25,0.32,0.34,0.7,0.68,24.18,25.55,25.01,24.8,19.74,19.58,0.16,0.06,0.1,0.12,0.33,0.39,0.67,0.73,0.69,0.69,0.55,0.55
632171,37.3607,128.389,0.48,0.14,0.29,0.3,0.65,0.64,21.28,24.01,23.18,23.14,18.55,18.74,0.23,0.02,0.09,0.09,0.36,0.39,0.49,0.76,0.63,0.62,0.45,0.45
632372,37.3797,128.6616,0.55,0.12,0.31,0.32,0.67,0.67,28.1,33.35,31.95,31.79,25.21,24.93,0.3,0.02,0.1,0.11,0.37,0.42,0.52,0.89,0.71,0.72,0.48,0.48
632432,37.4899,127.9829,0.48,0.29,0.37,0.38,0.67,0.68,21.77,23.77,23.04,22.98,18.61,18.3,0.23,0.08,0.14,0.15,0.39,0.45,0.6,0.8,0.7,0.69,0.49,0.47
632441,38.3811,128.4637,0.39,0.23,0.32,0.35,0.72,0.69,30.62,32.38,31.58,31.19,24.08,24.15,0.15,0.06,0.11,0.13,0.37,0.44,0.73,0.86,0.83,0.84,0.57,0.58
632451,38.075,128.6184,0.44,0.24,0.3,0.32,0.7,0.68,25.8,27.96,27.45,27.33,21.37,21.29,0.2,0.06,0.1,0.11,0.35,0.4,0.77,0.94,0.91,0.93,0.66,0.68
632461,38.2069,128.5882,0.41,0.25,0.32,0.34,0.75,0.75,36.57,38.72,37.97,37.68,27.59,26.88,0.17,0.07,0.11,0.12,0.41,0.48,0.82,0.96,0.95,0.97,0.7,0.68
632472,38.1471,127.3125,0.48,0.17,0.28,0.3,0.6,0.56,28.46,31.86,31.08,30.85,26.05,26.89,0.23,0.03,0.08,0.09,0.3,0.32,0.52,0.72,0.66,0.64,0.49,0.5
632481,37.6838,127.8803,0.48,0.21,0.33,0.37,0.65,0.65,25.54,28.56,27.52,27.15,22.46,22.25,0.23,0.04,0.11,0.14,0.34,0.38,0.51,0.79,0.66,0.64,0.48,0.49
632491,37.174,128.4625,0.42,0.15,0.27,0.28,0.68,0.7,23.66,25.81,25.15,25.07,19.47,18.69,0.18,0.02,0.08,0.09,0.37,0.44,0.45,0.57,0.53,0.52,0.38,0.38
632501,38.1064,127.7084,0.5,0.24,0.31,0.32,0.66,0.68,25.34,28.35,27.82,27.64,22.17,21.48,0.25,0.06,0.09,0.11,0.36,0.42,0.7,1.04,0.96,0.94,0.68,0.67
632511,37.1629,128.9867,0.45,0.19,0.21,0.22,0.69,0.69,26.84,29.42,29.29,29.21,22.24,21.81,0.2,0.04,0.05,0.05,0.36,0.42,0.93,1.24,1.2,1.21,0.74,0.73
632521,38.0602,128.1668,0.47,0.17,0.29,0.32,0.63,0.61,26.66,29.76,28.95,28.58,23.68,24.06,0.22,0.03,0.08,0.11,0.32,0.34,0.59,0.89,0.82,0.8,0.56,0.54
633122,36.9646,127.9262,0.44,0.1,0.27,0.27,0.66,0.61,30.8,34.05,32.98,32.94,26.06,27.06,0.19,0.01,0.08,0.08,0.36,0.39,0.5,0.63,0.57,0.57,0.43,0.43
633123,36.9821,127.9192,0.43,0.19,0.3,0.29,0.68,0.66,27.48,29.87,29.07,29.09,22.66,22.84,0.18,0.04,0.09,0.09,0.39,0.42,0.47,0.56,0.51,0.52,0.38,0.39
633124,37.0165,127.8227,0.43,0.21,0.28,0.29,0.66,0.65,26.55,28.81,28.25,28.24,22.48,22.3,0.19,0.05,0.08,0.09,0.36,0.42,0.49,0.57,0.54,0.54,0.41,0.41
633125,36.9052,127.9641,0.44,0.21,0.32,0.32,0.66,0.65,25.46,27.74,26.83,26.83,21.54,21.5,0.19,0.04,0.11,0.11,0.37,0.42,0.53,0.66,0.59,0.59,0.45,0.45
633131,37.1451,128.2207,0.38,0.19,0.3,0.3,0.7,0.71,32.91,34.99,33.98,34.04,25.96,25.01,0.15,0.04,0.1,0.09,0.4,0.49,0.53,0.59,0.55,0.55,0.37,0.37
633132,37.1241,128.2006,0.42,0.23,0.36,0.36,0.73,0.75,33.17,35.52,34.09,34.1,25.61,24.2,0.17,0.05,0.13,0.13,0.42,0.52,0.58,0.67,0.6,0.6,0.41,0.4
633133,37.0002,128.1677,0.4,0.13,0.22,0.22,0.68,0.66,27.92,30.25,29.76,29.79,22.76,22.83,0.16,0.02,0.05,0.05,0.38,0.42,0.53,0.62,0.6,0.6,0.44,0.44
633211,36.7134,127.4172,0.44,0.18,0.33,0.33,0.65,0.59,32.22,35.34,33.95,33.95,27.81,29.12,0.19,0.03,0.11,0.11,0.32,0.34,0.55,0.73,0.63,0.63,0.48,0.49
633213,36.6137,127.4674,0.46,0.19,0.35,0.35,0.64,0.61,27.79,30.75,29.31,29.32,24.38,24.93,0.21,0.04,0.13,0.13,0.34,0.38,0.49,0.66,0.55,0.55,0.44,0.44
633214,36.6325,127.3251,0.43,0.21,0.34,0.34,0.68,0.65,31.93,34.5,33.18,33.19,26.31,26.83,0.18,0.05,0.12,0.12,0.38,0.42,0.53,0.62,0.56,0.56,0.41,0.42
633215,36.5536,127.5485,0.44,0.14,0.29,0.29,0.65,0.62,29.12,32.18,31.06,31.07,24.95,25.44,0.2,0.02,0.09,0.09,0.34,0.39,0.49,0.64,0.57,0.57,0.42,0.43
633311,37.0334,128.2957,0.28,0.14,0.38,0.39,0.69,0.67,45.73,47.21,44.17,43.9,34.64,35.44,0.08,0.02,0.14,0.16,0.42,0.45,0.76,0.81,0.71,0.7,0.49,0.49
633312,36.9392,128.3207,0.38,0.12,0.21,0.21,0.63,0.61,24.63,26.41,26.01,26.01,20.82,21.16,0.14,0.02,0.05,0.05,0.34,0.38,0.46,0.54,0.53,0.53,0.41,0.42
633313,36.9872,128.3656,0.36,0.09,0.26,0.27,0.66,0.63,32.42,34.65,33.58,33.5,26.66,27.09,0.13,0.01,0.07,0.08,0.34,0.38,0.62,0.78,0.7,0.68,0.53,0.55
633362,36.8075,127.7893,0.45,0.23,0.27,0.26,0.61,0.57,21.3,23.21,23.01,23.03,19.1,19.65,0.2,0.06,0.07,0.07,0.31,0.34,0.52,0.59,0.57,0.57,0.44,0.44
633363,36.8369,127.8745,0.41,0.16,0.26,0.27,0.68,0.66,31.4,34.08,33.27,33.22,25.57,25.88,0.17,0.03,0.07,0.08,0.38,0.42,0.61,0.75,0.69,0.69,0.52,0.53
